info,score,generated_answer,detailed_generated_answer,answer,explanation,question
109年學測-社會科第23題,0.0,C,                         正確的答案：(C)                                ### 解釋：(C)依據題幹中「N 242°00.0′、N 237°50.0′」可知，該圖為實際的地球地圖，符合N72°30′00.0″、E121°25′00.0″的位置，故選(C)。 (A)該圖為實際地球地圖，並非等比例的投影圖。 (B)中緯線通過原點，故在圖中會形成弧線。 (D)該圖為實際地球地圖，故不會有大洋出現在圖內。 ,A,題幹「美國在東亞，從日本、韓國到菲律賓，推動的一連串土改之一環」為美國之戰後(冷戰時期)圍堵政策的防線，並與反共有關。,"23. 242 . N ° N 0 30 . 0 0° 2 4. 2 121.25°E 121.50°E 120.75°E 121.00°E 121.25°E N N 5 247° . 5 237° . N ° N 0 ° 5 0 3. 5 2 4. 2(C) (D), "
109年學測-社會科第32題,0.0,B,                         正確的答案：B                           解釋： 根據題幹中敘述，路徑距離是指實際行走的距離，甲、乙、丙、丁四區的路線距離分別為1500、2000、2500、3000公尺，若徒步300公尺內有停車場，以路徑距離來看丙範圍最符合。(B)。 ,C,題目設定「步行 300 公尺」，現實世界中，受道路分布限制，不會呈現圓形範圍，故丙最接近題目設定。,32. 地理 學中的區位理論，通常假設地表為均質，以直線距離劃設空間範圍， 但在 真實生活中，依規劃的需求，範圍多以路徑距離為劃設的依據。依上 所述，圖 5 中有甲、乙、丙、丁四個分析結果，若咖啡店開設的重要選址 條件是「徒步 300 公尺內有停車場」，下列何者最可能是距離咖啡店候選 點徒 步 300 公尺內的範圍？ 道路 分析結果 咖啡店候選點 圖5(A)甲 (B)乙 (C)丙 (D)丁
109年學測-社會科第33題,0.0,B,## 正確的答案：B                                ### 解釋：(A)河床（上游）。 (B)氾濫平原。 (C)河谷平原。 (D)河口（下游）。 因此選B。 ,D,(D)為河流下游橫剖面圖。,"33. 下列四個選項為一條河流中不同河段的橫剖面示意圖。氾濫平原最常出現在哪 個橫剖面所代表的河段？(A) (B) (C) (D), "
109年學測-社會科第42題,0.0,AD,                         正確的答案：(AD)                                ### 解釋：(A)、(B)為冰原，不會有湖泊產生。(C)為沙漠，雖然可能形成坑窟，但不可能形成湖泊。(D)為河流，也不可能形成湖泊。 因此選(AD)。 ,A,甲是冰河槽，乙是冰斗，丙是角峰，丁是刃嶺。,"42. 假若全球暖化持續加劇，在相對較短的地形演育期間內，圖中哪些區域可能會出 現湖泊？(A)甲、乙 (B)甲、丙 (C)乙、丁 (D)丙、丁, "
109年學測-社會科第44題,0.0,B,                         正確的答案：B                                ### 解釋：解  析：依照題幹所述，欲了解該地的月均溫與月雨量，可由圖12判斷，故可選出正確的都市。(A)乙市／月雨量100mm至150mm，月均溫10°C～15°C，氣候型態與臺灣地區冬季多陰天，夏季多降雨的氣候型態相似，應為選考區之一個。(B)甲／月雨量50mm，月均溫15°C，不符合臺灣地區的氣候型態。見「天氣與氣候」，p.104，臺灣地區冬季多陰天，夏季多降雨的氣候型態，並不符合甲市的氣候型態。(C)丁降低，但提高海平面的溫度變化圖。同頁，夏少冬多的氣候型態，不可能出現在乙中圖1144. 圖 12 某地的月均溫與月雨量 的分布區內。(D)戊／月雨量50mm，月均溫20°C～25°C，不符合臺灣地區氣候型態。 因此選(B)。 ,D,圖示為地中海型氣候，故選戊(羅馬)。,"44. ◎ 圖 11 是世界某五個都市的分布圖。請問：丁戊甲乙丙圖1144. 圖 12 是某地的月均溫與月雨量的散布圖，該地最 月雨量（mm） 150 可能與圖 11 中哪個都市位於同個氣候區內？ 十月 100 一月 50 七月 0 0 10 20 30 月均溫（°C） 圖12(A)甲, (B)乙 四月, (C)丁, (D)戊"
109年學測-社會科第46題,0.0,A,                        正確的答案：(A)                          解釋：根據題幹「位於丁地」可知，咖啡公司位於東亞，從東非來之咖啡豆應沿亞洲路線運送，故選(A)。(B)、(C)、(D)路線均未行經東非。,B,「萬般皆下品，唯有讀書高」此句顯示讀書為較高階的文化，因此答案為(B) (文化位階即指文化有高低優劣之分)。,"46. ◎ 宋代立國之初，強化中央集權並提倡文人政治。時人汪洙有〈神童詩〉云：「天子重英豪，文章教爾曹；萬般皆下品，惟有讀書高；滿朝朱紫貴，盡是讀書人。」學者認為，文人政治本為配合宋初的國家政策，但因宋室後人墨守成規，以致造成重文輕武的現象，終至無法應付強鄰環伺的局面。請問：45. 位於丁地的某跨國連鎖咖啡公司，其咖啡豆來自東非馬拉威，經由農場收成處 理後，在東非最佳深水港納卡拉裝船運往丁地。若航運路線要避開西風漂流， 且又採取最短路徑，透過圖 11 判斷，該路線最可能為下列何者？(A)蘇伊士運河地中海大西洋巴拿馬運河, (B)蘇伊士運河地中海巴拿馬運河大西洋, (C)巴拿馬運河大西洋蘇伊士運河地中海, (D)巴拿馬運河大西洋地中海蘇伊士運河, (A)次文化 (B)文化位階 (C)社會資本 (D)政治參與"
109年學測-社會科第52題,0.0,B,                         ### 正確的答案：B                            ### 解釋：解  析：小  結： 加 工 集 約 （ 加 工 面 積 ） 較 農 家 作 （ 生 產 面 積 ）小，所以單位經營集約程度的甲烷排放量，以加工市集約（B）為最多。 ,C,集約度：(C)酪農>(B)混農>(D)放牧>(A)游牧。,"52. ◎ 據報載，根據紐西蘭科學家的研究，牛羊等家畜打嗝或放屁所釋放的甲烷會造成全球暖化問題。為減緩甲烷排放量，該國科學家積極研發可以抑制家畜打嗝且對家畜無害的藥物或食物。請問：- 13 -109年學測 第 14 頁社會考科 共 19 頁 中提到牲畜排放甲烷的問題，若僅考慮單位面積的經營集約程度，下列何者帶 來的暖化效應可能最大？ 天 然 牧 牲 畜 農 家 作 牲 畜 市 場 草 物 農 家 主要流向 主要流向 次要流向 人 乳 品 牲 畜 工 加工廠 天 加肥廠 牧 然 草 乳 市 牧 牲 市 牛 場 草 畜 場 作 物 農 作 農 家 物 家 主要流向 次要流向 主要流向 次要流向(A) (B), (C) (D)"
109年學測-社會科第56題,0.0,B,                         正確的答案：(B)                                ### 解釋：(A)志願兵為日本在二次大戰前，招募臺灣青年至日本軍事訓練，參與在遠東的戰場作戰任務，因此，日本帝國才實施志願兵制度，因此選(B)。(B)是日本在二次大戰前招募臺灣青年至日本軍事訓練，參與在遠東的戰場作戰任務，達到戰爭動員的目的，符合題幹所述，故選(B)。(C)條件限制眾多，並非「只要願意為國犧牲即可」。(D)考量地緣因素，志願兵大多被派往新幾內亞。因此選(B)。,D,由題幹可知，此種行為有空間分工之概念，促成專業市鎮的產生，故選(D)。,"56. ◎ 某一時期起，商人從外地運來棉花，農家女子在家將棉花紡成棉紗，再織成棉布。農民家庭男耕女織的運作模式日漸明顯，而商人定期收集棉布，運往城鎮染色、整平，即可上市販售。請問：55. 關於當時臺籍「志願兵」的討論，下列何者正確？(A)在志願兵實施以前，臺灣人即有服兵役的義務, (B)志願兵是皇民化運動中，戰爭動員的一種方式, (C)志願兵沒有條件限制，只要願意為國犧牲即可, (D)考量地緣及民族因素，志願兵大多被派往華北, (A)戰國時期，男耕女織成為編戶齊民的主要生產形態, (B)魏晉時期，以布帛為貨幣，故紡織成為重要的產業, (C)宋代，為追求北方邊境和平，需不斷提供遼夏布帛, (D)明代，商業發達，產銷棉布為主的專業化市鎮興起"
109年學測-社會科第62題,0.0,AB,                         正確的答案：(A)、(B)                           解釋：                           (A)甘蔗引進外來勞工多是非洲黑人。                           (B)1884-1894年，臺灣曾成為清帝國的邊疆防線，規劃設防六守，甘蔗種植區為中守，為當其時臺灣與馬來西亞地區，故選中衛兵。                           (C)1896年，臺灣被清帝國放逐給法國。                           (D)法國革命後，殖民國家眾多，臺灣並非清帝國放逐的敵人。                           (E)清帝國與日本的關係較不相關。                          因此選(A)(B)。,A,歐洲殖民開發美洲初期，自西非輸入大量黑人作為開墾主力。故選(A)。,"62. ◎ 十五世紀中葉，葡萄牙人在大西洋東部海域馬德拉群島開始種植甘蔗；十六世紀中葉，葡萄牙殖民巴西以後，又在當地發展蔗糖產業。由於蔗糖屬於勞力密集產業，於是引進大量外來勞工。請問：61. 題文提及的甲處戰略地位，最可能指的是下列何者？(A)歐盟政治軍事勢力向東擴張的跳板 (B)控制俄羅斯出入地中海的航道扼塞, (C)北美西岸與亞洲大圓航線必經之處 (D)當地蘊藏豐富的石油與天然氣資源, (A)非洲黑人 (B)華工 (C)歐洲罪犯 (D)北美印第安人"
109年學測-社會科第65題,0.0,B,                         正確的答案：B                                ### 解釋：解  析：根據題幹敘述，張三的貿易行為是增加樟腦的供給，減少布帛的供給，故對市場供給與需求皆產生影響。在樟腦市場而言，當張三增加的供給增加時，市場供給上升，市場價格下 降，消費者剩餘上升，生產者剩餘下降。在布帛市場而言，當張三的供給減少時，市場供給下降，市場需求上升，消費者剩餘下降，生產者剩餘上升。因此選(B) ,C,減少。故答案為(C)。,"65. ◎ 十九世紀前期，張三從寧波來艋舺採購樟腦，計畫運回浙江、上海銷售，同時也運來綢緞、布帛等貨品來臺銷售。請問：65. 張三的貿易行為，對上述地區的樟腦市場與布帛市場有何影響？(A)臺灣布帛市場的消費者剩餘上升，生產者剩餘上升, (B)臺灣布帛市場的消費者剩餘下降，生產者剩餘上升, (C)上海樟腦市場的消費者剩餘上升，生產者剩餘下降, (D)上海樟腦市場的消費者剩餘下降，生產者剩餘下降"
